Usage (kWh),TimeOfDay,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft,anomaly_probability,business_rule_score,hybrid_score,hybrid_alert
113,4,5,5,1,0,30,18,1,0,0.3260413999426469,1,0.28822897995985286,0
230,4,7,22,1,1,37,8,1,1,0.20747500225842097,2,0.2652325015808947,0
333,2,7,25,1,1,50,74,0,1,0.5021986817387715,3,0.53153907721714,1
443,4,4,15,1,0,31,63,1,1,0.38041537196607456,3,0.44629076037625215,0
462,3,10,17,0,0,43,90,1,1,0.6443555700650407,3,0.6310488990455285,1
236,2,6,10,0,0,38,34,1,0,0.05679575076642507,2,0.15975702553649754,0
494,3,8,14,0,0,14,33,1,0,0.38300183890289685,2,0.38810128723202775,0
421,2,5,11,1,1,34,30,1,1,0.20530174184067784,2,0.26371121928847446,0
364,3,6,6,0,0,29,46,1,0,0.18089752190784492,2,0.24662826533549143,0
375,3,9,21,0,1,45,45,1,1,0.08621173685737615,2,0.1803482158001633,0
212,2,2,20,0,1,13,56,1,1,0.21344254970319743,1,0.20940978479223818,0
221,1,9,21,0,0,20,33,0,0,0.46941666175736674,2,0.4485916632301567,0
163,4,6,5,0,0,21,90,1,1,0.6690447959520054,2,0.5883313571664037,1
445,1,5,5,0,0,27,38,1,0,0.5536540972792916,1,0.4475578680955041,0
247,2,1,9,1,0,20,23,1,0,0.21015450973137795,2,0.26710815681196454,0
396,1,10,25,1,0,32,84,0,0,0.7244089762024964,1,0.5670862833417474,1
137,3,4,11,0,1,44,43,1,1,0.15515562914616732,1,0.1686089404023171,0
158,4,5,5,0,0,26,61,0,0,0.3729885671935075,2,0.3810919970354552,0
461,4,10,19,1,1,40,87,1,1,0.6796337351686268,3,0.6557436146180387,1
256,1,7,7,0,0,21,80,0,0,0.544672365979985,1,0.4412706561859895,0
443,2,10,11,0,0,11,35,1,0,0.407950047536507,2,0.4055650332755549,0
272,1,1,18,0,1,47,42,0,0,0.37816305013439766,1,0.3247141350940783,0
220,1,7,5,1,0,19,15,0,0,0.5881125417955622,2,0.5316787792568936,1
255,4,3,13,0,1,44,52,1,1,0.15245297547827552,1,0.16671708283479286,0
339,2,6,20,0,1,27,29,0,0,0.13353956410220613,0,0.09347769487154428,0
98,4,3,22,0,1,12,8,1,1,0.3589828840879644,2,0.3712880188615751,0
375,3,2,15,0,0,18,23,1,0,0.1514895559603977,2,0.22604268917227838,0
282,4,1,8,1,1,42,31,1,1,0.2952771324244713,2,0.3266939926971299,0
192,3,6,23,0,0,29,81,1,1,0.3715755773227206,2,0.3801029041259044,0
61,2,2,9,0,1,17,32,0,0,0.317282234862752,0,0.22209756440392636,0
370,1,2,8,1,0,29,60,1,0,0.38264932933053875,2,0.3878545305313771,0
283,3,5,20,0,0,28,84,0,0,0.4348601463662204,2,0.42440210245635424,0
207,3,6,23,1,1,19,14,1,1,0.22003449283807008,2,0.27402414498664907,0
164,3,2,12,0,0,41,8,0,0,0.24862506852358468,1,0.23403754796650927,0
190,3,10,18,0,0,16,8,0,0,0.33503111240337113,2,0.3545217786823598,0
204,4,10,18,1,0,30,38,1,0,0.29396195543548176,2,0.3257733688048372,0
383,2,5,25,0,0,36,74,1,1,0.2876186496974683,3,0.38133305478822777,0
293,1,5,21,0,0,37,72,1,1,0.32710957687954734,3,0.4089767038156831,0
256,2,4,7,1,1,21,82,0,1,0.6032568730479104,2,0.5422798111335373,1
84,1,1,24,0,0,37,18,0,0,0.5762686677889788,1,0.4633880674522851,0
373,1,6,12,1,0,31,12,1,0,0.22031892861844338,1,0.21422325003291035,0
339,1,5,13,1,0,38,7,0,0,0.3111309449447641,1,0.2777916614613349,0
275,1,2,17,1,1,11,53,0,0,0.49787574150642677,1,0.4085130190544987,0
392,1,4,10,0,0,35,34,0,0,0.38881811418849765,0,0.2721726799319483,0
237,2,6,25,0,1,32,89,0,1,0.5575123607992173,2,0.5102586525594521,1
186,3,2,25,1,1,22,36,1,1,0.2619157355155285,3,0.3633410148608699,0
335,1,9,9,1,1,47,32,0,0,0.4254487645954057,1,0.35781413521678396,0
477,4,3,18,0,1,34,61,1,1,0.4700112458959711,2,0.44900787212717974,0
428,3,8,12,1,1,17,38,1,1,0.3093054401905554,2,0.33651380813338877,0
96,3,1,7,1,0,16,71,0,0,0.461148206770985,2,0.4428037447396895,0
446,3,10,15,1,1,49,80,1,1,0.5307410882828985,3,0.5515187617980288,1
169,3,1,21,0,1,40,68,0,1,0.36260239390882043,2,0.3738216757361743,0
221,2,8,20,0,1,41,36,0,0,0.2875127215651575,1,0.2612589050956102,0
346,2,8,17,1,1,11,25,1,1,0.2866483341030309,2,0.32065383387212165,0
60,4,9,5,0,1,43,75,1,1,0.7568441636888341,3,0.7097909145821839,1
288,2,3,19,1,0,36,76,0,0,0.2951111164396084,1,0.2665777815077259,0
238,4,10,9,0,0,39,11,0,0,0.41492600700251014,2,0.4104482049017571,0
237,1,8,22,0,1,11,18,0,0,0.5511622918697998,1,0.44581360430885986,0
98,3,8,15,1,0,26,7,0,0,0.43444511856695234,1,0.36411158299686663,0
326,2,10,5,0,0,20,5,0,0,0.501153408313592,0,0.3508073858195144,0
250,1,8,13,0,0,22,28,0,0,0.43901464101934595,2,0.4273102487135421,0
125,2,10,24,1,1,37,43,0,0,0.5093659958717054,2,0.47655619711019376,0
235,4,2,6,1,0,12,43,0,0,0.3687279798467299,1,0.31810958589271093,0
398,4,5,20,1,0,43,40,1,0,0.1645135878419176,1,0.17515951148934233,0
235,3,6,25,1,0,33,46,0,0,0.18296446534892874,0,0.12807512574425012,0
235,3,1,16,1,1,47,8,1,1,0.3007783265688294,2,0.3305448285981806,0
106,3,9,11,1,1,42,65,0,1,0.6373288900190837,4,0.6861302230133586,1
445,4,3,18,0,0,38,12,1,0,0.18531806673420848,2,0.24972264671394592,0
229,1,1,13,1,1,40,16,1,1,0.39403201141545985,2,0.39582240799082186,0
262,1,4,8,0,0,43,51,1,0,0.27086402738339443,2,0.3096048191683761,0
143,3,8,5,1,0,11,25,0,0,0.4473372831696302,1,0.3731360982187411,0
123,4,1,18,1,1,34,39,0,0,0.37664627599931466,2,0.3836523931995202,0
157,3,4,14,1,1,21,3,0,0,0.2857387391743764,1,0.26001711742206346,0
429,4,8,10,1,0,12,28,1,0,0.2912091972288061,2,0.3238464380601643,0
466,3,2,9,1,1,43,0,1,1,0.6014257322886181,3,0.6009980126020327,1
266,4,3,15,0,1,24,80,0,1,0.2997735696442545,2,0.3298414987509781,0
339,3,2,9,0,1,29,33,1,1,0.14042793410102716,2,0.218299553870719,0
344,2,1,17,1,0,50,5,1,0,0.40228201018010745,2,0.40159740712607517,0
128,4,8,25,1,0,37,29,0,0,0.3544533766031205,2,0.3681173636221843,0
123,3,8,12,0,1,23,60,1,1,0.35546639709613936,1,0.30882647796729756,0
120,1,2,23,0,1,42,7,1,1,0.4441149000328859,2,0.4308804300230201,0
135,2,2,6,0,1,36,8,1,1,0.2679330741659789,2,0.3075531519161852,0
360,1,7,24,1,0,37,22,1,0,0.2623637474217788,1,0.24365462319524517,0
134,4,3,25,1,0,21,50,0,0,0.28777846555730613,1,0.26144492589011425,0
332,2,7,25,1,1,14,35,1,1,0.327095334169764,3,0.40896673391883476,0
154,1,5,24,0,1,18,1,0,0,0.42573422135838446,0,0.2980139549508691,0
337,2,5,13,1,1,26,2,0,0,0.2807236003697675,1,0.25650652025883725,0
238,1,2,22,0,1,26,87,0,1,0.6296405572121958,2,0.560748390048537,1
457,3,6,18,1,0,31,74,1,1,0.35152800575238574,2,0.36606960402667,0
100,2,9,13,0,0,33,80,1,1,0.6089229124002241,2,0.5462460386801569,1
147,1,8,16,1,1,37,38,0,0,0.5000067258860534,2,0.47000470812023737,0
258,4,2,12,1,1,11,87,1,1,0.7053627904068199,3,0.6737539532847738,1
59,3,7,16,1,0,36,62,0,0,0.5714944864040602,3,0.5800461404828421,1
335,2,8,11,0,1,21,28,0,0,0.19755218838654143,1,0.19828653187057899,0
268,3,7,23,1,0,17,74,0,0,0.3298483038256075,2,0.3508938126779252,0
381,1,4,21,0,0,21,44,0,0,0.3140338415337902,1,0.2798236890736531,0
278,2,6,22,1,0,37,0,1,0,0.14534620159886202,2,0.2217423411192034,0
476,2,4,13,1,0,33,52,1,0,0.2956703861022064,1,0.2669692702715445,0
67,3,2,23,1,0,19,55,1,0,0.32669559682610394,1,0.2886869177782727,0
190,1,8,19,1,0,25,88,1,1,0.7414327826566066,3,0.6990029478596247,1
286,2,6,5,0,1,34,81,0,1,0.40301239804405387,1,0.34210867863083766,0
420,4,4,11,0,1,39,8,1,1,0.24185739498515113,1,0.22930017648960577,0
356,3,5,11,0,1,24,10,0,0,0.21341308290381245,0,0.1493891580326687,0
430,4,1,16,0,1,47,35,1,1,0.3781293639485479,1,0.3246905547639835,0
120,4,4,15,1,0,49,12,0,0,0.2880469909960133,1,0.26163289369720927,0
51,3,5,25,1,1,39,25,1,1,0.5658542188845084,3,0.5760979532191559,1
83,1,7,20,0,1,29,8,1,1,0.5737391130438002,1,0.46161737913066014,0
192,4,10,16,0,1,30,82,1,1,0.6498132502010927,2,0.5748692751407649,1
62,3,1,13,1,0,13,51,1,0,0.3438085795292801,1,0.30066600567049606,0
358,4,4,21,1,0,45,68,0,0,0.36000687978711776,2,0.37200481585098244,0
451,1,3,11,0,1,11,2,1,1,0.6082402457722642,2,0.5457681720405849,1
252,4,3,25,1,0,46,56,0,0,0.25966751373316876,1,0.24176725961321813,0
391,1,4,9,1,1,18,13,0,0,0.5556333974680778,2,0.5089433782276545,1
450,2,2,22,1,1,20,81,1,1,0.641613765042732,4,0.6891296355299124,1
79,4,9,18,1,1,25,10,1,1,0.5189853726828026,2,0.4832897608779618,0
86,1,2,20,1,1,12,83,0,1,0.8365711206449775,3,0.7655997844514841,1
246,1,8,18,0,1,27,20,1,1,0.4086268833417317,2,0.4060388183392122,0
374,4,5,11,0,1,24,82,0,1,0.5941757897985146,2,0.5359230528589602,1
108,4,1,11,1,0,11,60,0,0,0.3577771680640873,0,0.2504440176448611,0
302,4,9,7,0,0,46,36,0,0,0.3831609050531035,0,0.26821263353717245,0
394,4,4,7,1,0,41,3,0,0,0.4481440684126108,0,0.3137008478888275,0
261,2,3,15,1,0,20,23,0,0,0.14410684735155221,1,0.16087479314608655,0
483,1,3,5,1,0,38,47,1,0,0.6645121020052314,1,0.5251584714036619,1
101,4,9,20,1,1,19,22,1,1,0.46480125007330586,2,0.44536087505131405,0
185,2,2,20,0,0,30,49,1,0,0.15670839703544204,2,0.22969587792480942,0
280,3,10,15,0,1,15,61,1,1,0.5378904254582452,2,0.4965232978207716,0
359,1,10,5,1,1,28,40,0,0,0.5720365223074235,1,0.46042556561519643,0
433,4,8,17,1,1,17,37,1,1,0.279181876265286,2,0.3154273133857002,0
306,4,1,6,0,1,39,60,1,1,0.3494015170273107,2,0.36458106191911743,0
315,3,6,20,0,1,21,56,0,0,0.11944241153940294,1,0.14360968807758207,0
274,2,8,15,0,0,40,32,1,0,0.1405165202779799,1,0.1583615641945859,0
495,3,9,11,1,1,20,83,1,1,0.8531947429399804,4,0.8372363200579862,1
128,3,3,25,1,0,49,38,0,0,0.2848410848429479,1,0.2593887593900635,0
452,2,8,20,1,0,42,66,1,1,0.42338301452228955,3,0.47636811016560265,0
134,1,8,20,1,1,26,82,0,1,0.7705301586974781,3,0.7193711110882346,1
399,3,6,18,1,1,13,16,0,0,0.3811262954188027,1,0.3267884067931619,0
444,4,1,20,0,0,39,69,1,1,0.5057624336981994,3,0.5340337035887395,1
378,1,2,17,0,1,21,2,0,0,0.4728176613278018,0,0.33097236292946125,0
198,4,8,14,0,1,42,13,1,1,0.3235174593502932,2,0.34646222154520523,0
152,1,6,23,1,1,31,64,1,1,0.5906514436462834,4,0.6534560105523983,1
295,1,9,23,1,1,24,16,0,0,0.40532243779260235,2,0.40372570645482164,0
229,1,8,16,0,0,38,3,0,0,0.49288611722526987,1,0.40502028205768886,0
167,1,1,13,1,1,20,65,1,1,0.6554619860216273,4,0.6988233902151391,1
58,4,2,25,0,1,16,35,0,0,0.4294290156348879,1,0.3606003109444215,0
234,4,1,19,1,1,37,86,1,1,0.6508339152859061,3,0.6355837407001341,1
351,2,4,25,0,1,11,24,0,0,0.37091571674910584,1,0.3196410017243741,0
149,2,8,13,1,1,17,14,0,0,0.41712961472301124,2,0.41199073030610783,0
299,2,2,24,1,0,28,31,1,0,0.16950301507312393,1,0.17865211055118674,0
63,1,3,13,1,1,14,6,0,0,0.614712755957088,1,0.49029892916996154,0
235,4,1,14,1,0,49,33,0,0,0.2844030109203143,0,0.19908210764422,0
149,4,5,10,0,1,20,49,1,1,0.18266084466064247,2,0.24786259126244972,0
354,3,5,7,0,0,37,28,1,0,0.2454993426498029,1,0.231849539854862,0
71,1,9,20,1,1,16,41,1,1,0.6663685601478503,2,0.5864579921034951,1
415,2,4,17,1,0,37,52,1,0,0.06390964694274404,2,0.16473675285992082,0
132,1,1,22,1,0,34,78,1,1,0.580340416375043,2,0.5262382914625301,1
142,1,1,15,1,0,29,60,1,0,0.3841705988505253,1,0.32891941919536766,0
150,2,5,24,1,0,38,21,1,0,0.18286777493441486,2,0.2480074424540904,0
434,3,10,11,0,0,15,89,1,1,0.6693024103583706,2,0.5885116872508593,1
482,4,7,18,1,0,18,45,1,0,0.24673503768013194,1,0.23271452637609236,0
384,1,9,11,1,0,14,88,0,0,0.7971790207513738,2,0.6780253145259616,1
215,2,2,23,1,1,11,52,0,0,0.3340350062708327,2,0.3538245043895829,0
444,2,6,25,1,1,41,83,1,1,0.6246939386568804,3,0.6172857570598163,1
352,1,3,9,0,1,11,28,1,1,0.46096933589123323,2,0.44267853512386324,0
456,1,2,6,1,0,46,64,1,1,0.7715040126727141,3,0.7200528088708997,1
337,4,1,20,1,0,20,28,0,0,0.3104270638810964,1,0.27729894471676747,0
123,3,10,10,1,0,22,64,0,0,0.39982054568124925,2,0.39987438197687447,0
311,2,6,11,0,0,40,0,1,0,0.22759870254485692,1,0.21931909178139983,0
248,1,8,7,1,1,33,34,0,0,0.5591061675298066,2,0.5113743172708646,1
472,2,3,13,0,0,46,2,1,0,0.31609926428387514,2,0.34126948499871257,0
435,3,2,7,0,0,22,0,1,0,0.5393057585615205,1,0.43751403099306435,0
389,3,2,18,0,0,19,12,0,0,0.3730247351070233,0,0.26111731457491627,0
56,2,1,19,0,0,39,9,1,0,0.45217111048527603,2,0.4365197773396932,0
261,1,9,17,0,1,46,51,1,1,0.48102758483522834,1,0.3967193093846598,0
191,4,10,18,0,1,50,90,0,1,0.7440475990755991,3,0.7008333193529193,1
226,4,1,12,1,1,23,76,0,1,0.4578610412203663,2,0.4405027288542564,0
422,2,3,23,1,1,25,67,1,1,0.5370839166291266,4,0.6159587416403886,1
244,2,4,7,1,1,10,13,1,1,0.397003324273033,3,0.45790232699112304,0
415,2,1,17,1,1,49,74,1,1,0.6774716933524605,4,0.7142301853467223,1
153,1,5,19,0,1,40,49,0,0,0.29824750639951314,0,0.2087732544796592,0
73,4,6,7,1,1,37,68,1,1,0.6101584606493815,3,0.607110922454567,1
324,2,7,19,1,0,42,59,0,0,0.1680990697283522,1,0.17766934880984653,0
174,3,2,22,0,0,44,19,1,0,0.22211647828976266,1,0.21548153480283386,0
60,1,5,19,0,0,10,26,0,0,0.5339128338343568,1,0.4337389836840498,0
294,3,6,7,0,1,31,42,0,0,0.16612536857232263,0,0.11628775800062584,0
167,1,3,14,1,1,46,57,0,0,0.40866423260009366,2,0.40606496282006554,0
423,2,9,14,0,1,25,86,1,1,0.4855365512527986,2,0.459875585876959,0
163,3,6,6,0,0,24,16,0,0,0.25442109913354516,1,0.2380947693934816,0
337,4,4,15,0,0,48,86,0,0,0.5508130443502344,1,0.44556913104516405,0
184,3,6,20,1,0,24,80,1,1,0.31837062937900007,2,0.34285944056530004,0
95,1,8,13,1,0,40,84,0,0,0.741349662738785,2,0.6389447639171495,1
201,4,2,14,0,0,46,55,0,0,0.2831014293821549,0,0.19817100056750842,0
157,3,9,20,0,0,14,18,0,0,0.3294218756678088,2,0.35059531296746616,0
281,2,9,23,1,0,37,25,1,0,0.29543775794236393,1,0.26680643055965475,0
255,4,4,23,1,0,32,38,1,0,0.05607689421149875,2,0.15925382594804913,0
315,2,8,19,1,0,35,88,0,0,0.562466976226233,2,0.513726883358363,1
126,2,3,25,1,0,20,0,0,0,0.35948435745819485,0,0.2516390502207364,0
329,2,10,19,0,0,46,72,0,0,0.33916650045996843,2,0.3574165503219779,0
448,4,4,20,1,1,42,44,1,1,0.3006739657309411,3,0.3904717760116587,0
168,2,6,18,0,0,19,66,1,1,0.30885929330876283,3,0.39620150531613396,0
419,1,3,16,1,1,11,16,1,1,0.5499162698365299,2,0.5049413888855709,1
416,1,5,14,0,0,28,11,1,0,0.24921278187702112,2,0.2944489473139148,0
377,4,5,23,0,1,23,53,1,1,0.14394341861788373,1,0.1607603930325186,0
458,4,1,18,0,1,40,34,1,1,0.44940612111774847,1,0.3745842847824239,0
178,2,7,22,0,0,49,10,1,0,0.3338713784054398,2,0.3537099648838078,0
319,3,9,6,1,0,11,60,0,0,0.4229288760075792,0,0.29605021320530545,0
440,1,2,16,1,0,12,68,1,1,0.643664056933179,2,0.5705648398532253,1
442,1,5,9,1,0,38,75,1,1,0.5085555592192499,2,0.4759888914534749,0
143,2,9,5,0,1,27,16,0,0,0.4273587619151431,1,0.35915113334060017,0
386,4,4,10,1,0,22,21,1,0,0.1434470052040876,2,0.2204129036428613,0
270,4,9,11,0,0,49,5,0,0,0.4102208681368861,2,0.40715460769582024,0
178,2,9,25,0,0,48,71,1,1,0.48286480661251574,3,0.518005364628761,1
466,1,7,14,0,1,44,34,1,1,0.32390015655699333,1,0.2867301095898953,0
158,1,10,14,1,0,18,36,0,0,0.4521776377021137,1,0.3765243463914796,0
390,4,8,13,0,0,37,69,1,1,0.3557503403101099,2,0.3690252382170769,0
472,4,5,5,0,0,30,10,1,0,0.5164046377056206,2,0.4814832463939344,0
229,4,5,25,0,0,48,59,0,0,0.20832176892909426,1,0.20582523825036597,0
323,1,7,16,0,1,18,66,0,1,0.3920449131791577,1,0.33443143922541035,0
145,1,2,18,0,1,29,85,1,1,0.6450831703210332,3,0.6315582192247232,1
214,4,1,16,0,1,20,44,1,1,0.18904271649605164,1,0.19232990154723614,0
410,2,9,25,0,1,19,72,1,1,0.454398966218839,2,0.4380792763531873,0
266,1,1,25,0,0,31,1,1,0,0.4750040181144395,1,0.3925028126801076,0
246,3,8,22,0,0,17,17,1,0,0.29876403143313435,2,0.329134822003194,0
226,4,5,8,0,0,34,61,0,0,0.2714045188535008,2,0.30998316319745056,0
329,1,10,9,0,1,29,53,1,1,0.3038412851202824,2,0.3326888995841977,0
309,4,5,9,1,1,25,57,1,1,0.23153528265723466,2,0.2820746978600642,0
466,4,1,7,1,0,44,25,1,0,0.619625973234734,1,0.4937381812643138,0
50,2,5,21,0,1,38,42,0,0,0.3893772527577378,1,0.33256407693041645,0
382,4,10,13,1,0,40,89,0,0,0.619104483697224,1,0.4933731385880568,0
383,2,4,9,1,0,26,80,0,0,0.3900952132989439,1,0.3330666493092607,0
421,3,4,9,0,1,21,22,1,1,0.16318136251870963,2,0.2342269537630967,0
442,2,8,10,0,0,19,17,1,0,0.24704319634579486,2,0.2929302374420564,0
390,4,8,16,0,0,30,85,1,1,0.4743379667034927,2,0.45203657669244485,0
291,3,2,22,0,0,46,84,1,1,0.5121507597592301,3,0.5385055318314611,1
322,3,9,23,0,1,45,6,1,1,0.1847839028732916,1,0.18934873201130412,0
336,4,2,18,0,1,14,53,1,1,0.26614469783664596,2,0.3063012884856522,0
425,3,10,11,0,1,39,40,1,1,0.16326626180817494,2,0.23428638326572243,0
395,2,7,23,1,1,23,19,0,0,0.29667088490086124,2,0.32766961943060285,0
222,1,7,24,1,1,48,49,0,0,0.5128991656660813,3,0.5390294159662569,1
293,3,10,9,1,0,30,60,0,0,0.40138340004291706,1,0.34096838003004193,0
308,2,4,19,0,0,46,67,0,0,0.259825340514372,2,0.3018777383600604,0
272,1,5,16,1,1,14,9,0,0,0.4480697472952513,2,0.43364882310667585,0
421,3,9,23,1,0,29,79,1,1,0.3453501061890851,3,0.4217450743323595,0
154,3,2,7,0,1,17,46,0,0,0.24653931665039408,1,0.23257752165527584,0
75,3,2,5,1,0,43,68,1,1,0.5503223859179844,3,0.5652256701425891,1
140,4,3,8,1,0,35,2,0,0,0.31571587229256215,0,0.2210011106047935,0
116,1,8,22,0,1,28,89,0,1,0.7680414476608683,3,0.7176290133626078,1
349,2,9,14,0,1,16,12,1,1,0.22146742795228158,1,0.2150271995665971,0
331,3,7,25,1,0,43,24,0,0,0.21702259959775283,0,0.15191581971842696,0
115,2,10,9,1,1,15,16,0,0,0.5237547322741576,3,0.5466283125919102,1
403,3,1,7,0,0,17,13,1,0,0.49409897752789567,2,0.46586928426952695,0
284,3,10,14,0,0,36,38,0,0,0.33974962128338926,1,0.29782473489837247,0
325,4,4,15,0,1,30,8,0,0,0.20852705188887255,0,0.14596893632221078,0
88,2,8,11,1,0,29,18,0,0,0.4225860011577728,2,0.4158102008104409,0
434,2,10,17,1,1,11,64,1,1,0.625937688630827,3,0.6181563820415789,1
55,1,4,19,1,0,36,81,0,0,0.684959659972594,2,0.5994717619808158,1
305,2,4,14,1,1,39,55,1,1,0.1533563129617459,3,0.2873494190732221,0
148,4,5,17,1,0,37,4,1,0,0.18357021173200305,2,0.24849914821240213,0
235,3,1,13,1,1,21,11,0,0,0.3156707426383737,1,0.2809695198468616,0
122,4,10,19,1,0,29,46,1,0,0.3528217783184917,2,0.3669752448229442,0
241,2,2,21,1,1,39,60,0,0,0.2525779558047233,1,0.2368045690633063,0
255,3,4,10,0,1,29,62,0,1,0.20849424249643056,1,0.20594596974750137,0
251,2,5,12,1,1,14,45,0,0,0.2668756608081321,2,0.30681296256569246,0
423,2,9,22,1,0,34,37,1,0,0.15680477591855735,1,0.16976334314299013,0
314,4,8,13,0,1,37,22,0,0,0.1733311205566197,0,0.12133178438963378,0
157,3,6,16,1,0,15,82,0,0,0.49966500873502084,1,0.40976550611451457,0
247,4,3,15,0,0,30,4,0,0,0.22967966789561212,0,0.16077576752692846,0
246,1,5,17,0,0,47,5,1,0,0.2736489988207479,2,0.3115542991745235,0
253,2,4,14,1,1,19,34,0,0,0.19522142393276132,2,0.2566549967529329,0
180,4,9,5,0,0,42,33,1,0,0.4543115192752545,1,0.37801806349267814,0
499,2,8,14,0,0,28,86,1,1,0.6242649792596258,2,0.556985485481738,1
222,2,10,24,1,0,49,80,0,0,0.5240199422570706,2,0.4868139595799494,0
235,3,10,21,1,0,41,32,1,0,0.32500906435058896,1,0.2875063450454123,0
203,3,2,23,0,0,18,22,0,0,0.18443314992096593,1,0.18910320494467614,0
356,3,7,16,0,0,38,84,1,1,0.4323246760898072,3,0.482627273262865,0
346,3,6,10,1,0,45,35,0,0,0.15858031036393272,1,0.1710062172547529,0
168,4,1,25,0,1,11,77,0,1,0.5128809052286954,2,0.4790166336600868,0
446,4,2,10,0,0,22,21,1,0,0.37981885623767697,1,0.3258731993663739,0
442,3,3,17,0,1,42,84,1,1,0.5750058787693773,2,0.5225041151385641,1
106,1,1,11,0,0,42,60,0,0,0.5297650719444293,0,0.3708355503611005,0
230,2,2,11,1,0,27,62,1,1,0.3747576751067363,3,0.4423303725747154,0
236,3,6,10,1,0,20,87,0,0,0.476948153066892,1,0.39386370714682434,0
172,1,8,23,1,1,22,36,0,0,0.5228703391794387,2,0.4860092374256071,0
302,3,5,7,1,0,21,2,1,0,0.19804350380097724,2,0.2586304526606841,0
75,2,5,12,1,0,18,15,0,0,0.3378760233450371,0,0.23651321634152594,0
132,4,5,11,1,0,39,15,0,0,0.21002448755836833,1,0.20701714129085783,0
471,3,4,16,1,0,16,47,1,0,0.3217687295901577,2,0.3452381107131104,0
436,2,5,22,0,0,28,36,1,0,0.19699454834470498,1,0.19789618384129348,0
192,1,3,25,0,0,27,29,1,0,0.2569980712960733,2,0.29989864990725135,0
445,2,9,17,1,0,43,57,1,0,0.20877333318847557,2,0.2661413332319329,0
236,4,3,18,1,0,23,5,1,0,0.19796878472528656,1,0.19857814930770057,0
55,1,2,13,0,1,18,25,0,0,0.5624555399233836,0,0.3937188779463685,0
55,3,6,17,1,1,10,56,0,0,0.5232838794463552,1,0.42629871561244864,0
209,2,10,15,0,1,37,32,1,1,0.2770898263045427,1,0.2539628784131799,0
240,4,10,9,0,1,50,77,0,1,0.538422223319552,2,0.49689555632368637,0
86,3,5,16,0,0,34,89,1,1,0.667777017319134,2,0.5874439121233938,1
404,4,1,15,0,0,42,8,1,0,0.3970233834332143,2,0.39791636840325,0
234,4,7,8,0,0,17,26,1,0,0.23464009621084492,1,0.22424806734759142,0
157,4,10,18,1,1,32,77,1,1,0.6758324220892988,4,0.7130826954625091,1
377,4,2,14,0,1,48,73,0,1,0.377959886946697,1,0.3245719208626879,0
151,3,9,19,0,0,10,8,1,0,0.42211281533378975,1,0.3554789707336528,0
411,3,9,8,1,0,19,82,1,1,0.554421470419999,2,0.5080950292939993,1
313,3,7,24,0,1,12,7,1,1,0.2676953375581479,2,0.3073867362907035,0
302,2,9,15,1,0,13,15,0,0,0.221871948649218,1,0.21531036405445259,0
132,1,7,8,0,1,13,80,1,1,0.6899582122228938,2,0.6029707485560256,1
204,4,5,16,0,0,49,6,1,0,0.25055354534999397,1,0.23538748174499577,0
196,4,7,7,0,1,44,59,0,0,0.41972741951307135,2,0.4138091936591499,0
483,3,7,15,1,0,38,68,1,1,0.4492291224216052,2,0.4344603856951236,0
273,1,9,21,0,0,23,87,0,0,0.7182555807009261,2,0.6227789064906483,1
108,1,5,9,1,0,31,5,0,0,0.3989495373750145,1,0.3392646761625101,0
320,1,6,23,1,1,16,45,1,1,0.3203130171012373,2,0.3442191119708661,0
437,3,7,23,0,1,43,54,1,1,0.18017011522549298,2,0.24611908065784507,0
98,4,3,23,0,1,29,40,0,0,0.24987435244657008,1,0.23491204671259905,0
240,4,6,19,1,0,45,57,1,0,0.21569807187239354,1,0.21098865031067546,0
318,3,10,14,1,1,28,36,1,1,0.15824340879947985,2,0.23077038615963588,0
430,2,4,11,0,1,14,40,1,1,0.24787709393875834,2,0.29351396575713085,0
365,1,2,13,1,0,24,3,1,0,0.3616506801194347,2,0.3731554760836043,0
96,1,1,11,0,1,43,59,0,0,0.4498153642108249,1,0.37487075494757743,0
127,2,2,9,1,1,38,74,1,1,0.48111320273162317,3,0.5167792419121362,1
185,1,5,15,0,1,33,17,0,0,0.2664398515634724,1,0.24650789609443066,0
315,1,9,9,1,0,34,72,1,1,0.4427325643718195,2,0.42991279506027363,0
287,1,5,7,1,0,46,77,1,1,0.4545223056216604,2,0.43816561393516223,0
96,4,5,7,0,0,10,69,0,0,0.4501495616659881,2,0.4351046931661916,0
105,2,6,6,1,0,41,7,0,0,0.39031275989185654,1,0.3332189319242996,0
273,3,3,25,0,0,24,20,1,0,0.14028201675244822,1,0.15819741172671375,0
345,1,8,20,0,1,31,46,1,1,0.21218513455546373,1,0.2085295941888246,0
470,3,8,23,0,0,13,1,1,0,0.4474640951405875,2,0.4332248665984112,0
172,1,9,17,0,1,44,15,1,1,0.46284018211924616,1,0.3839881274834723,0
243,3,5,18,1,1,33,74,0,1,0.3273311234400662,2,0.3491317864080463,0
394,2,10,24,0,1,13,68,1,1,0.4794568557632991,3,0.5156197990343093,1
114,1,5,13,1,1,23,39,0,0,0.4180499768936845,1,0.3526349838255791,0
174,4,8,22,0,0,30,80,1,1,0.5057558986677462,3,0.5340291290674223,1
